Name,Likes,Activity,Local,Date,Hour,Weather
Mallory,extreme_activities,Scuba Diving ,East Rachelland,2023-09-20,11:56,Snowy
Eve,home_activities,Hiking ,North Camerontown,2023-09-18,05:22,Snowy
Alice,outdoor_activities,Walking the dog,Jennifermouth,2023-09-26,22:14,Cloudy
John,physical_activities,Swimming,Margaretland,2023-09-22,09:50,Sunny
Mallory,extreme_activities,Potluck Dinner,Katiehaven,2023-10-13,05:55,Rainy
Jane,artistic_activities,Book Club Participation,Lake Loritown,2023-10-07,10:16,Rainy
Doe,night_activities,Stargazing,West Davidport,2023-10-15,11:43,Sunny
Bob,water_activities,Potluck Dinner,East Richardborough,2023-10-02,00:10,Windy
Bob,water_activities,Whale Watching,Fosterchester,2023-09-17,06:31,Cloudy
Bob,water_activities,Movie Watching,North Charlestown,2023-10-10,04:51,Cloudy
Jane,artistic_activities,Potluck Dinner,Figueroabury,2023-10-07,21:27,Rainy
Doe,night_activities,Walking the dog,South Dylan,2023-10-01,09:19,Rainy
Charlie,sports_activities,Bowling,East Jennifertown,2023-10-09,12:13,Rainy
Bob,water_activities,Movie Watching,Brandttown,2023-10-04,03:02,Sunny
Doe,night_activities,Hiking ,Lake Rileystad,2023-09-29,20:47,Rainy
Mallory,extreme_activities,Movie Watching,Silvafurt,2023-09-22,05:15,Rainy
Bob,water_activities,Whale Watching,East Elizabeth,2023-10-14,10:17,Snowy
Mallory,extreme_activities,Rafting,North William,2023-10-13,10:28,Rainy
Eve,home_activities,Movie Watching,Port Joel,2023-10-06,00:02,Snowy
John,physical_activities,Walking the dog,Lake Daniel,2023-09-18,01:46,Snowy
Eve,home_activities,Movie Watching,Port Christopherland,2023-10-08,00:25,Windy
John,physical_activities,Yoga,Shafferberg,2023-10-11,16:58,Sunny
Alice,outdoor_activities,Skiing ,Waynefort,2023-09-16,06:06,Windy
Jane,artistic_activities,Playing a musical instrument,Port Pamelatown,2023-10-07,17:36,Cloudy
Eve,home_activities,Card Games ,West Scottborough,2023-10-01,19:25,Snowy
John,physical_activities,Tennis,New Laurenview,2023-10-07,07:20,Rainy
Charlie,sports_activities,Walking the dog,Powellville,2023-10-05,22:26,Cloudy
John,physical_activities,Soccer,Alexisbury,2023-10-14,07:57,Cloudy
Doe,night_activities,Movie Watching,East Johnton,2023-10-07,20:23,Snowy
Alice,outdoor_activities,Hiking ,New Rachelstad,2023-09-18,04:31,Cloudy
Charlie,sports_activities,Rugby,East Allen,2023-09-30,19:34,Snowy
Charlie,sports_activities,Rafting,Conniemouth,2023-09-21,11:08,Snowy
Alice,outdoor_activities,Antique Shopping,West Regina,2023-09-23,16:36,Cloudy
Charlie,sports_activities,Hiking ,East Matthewhaven,2023-10-02,04:22,Rainy
Mallory,extreme_activities,Kite Flying,East Davidberg,2023-10-04,16:54,Windy
Alice,outdoor_activities,Cycling,Perezborough,2023-09-30,08:58,Cloudy
Doe,night_activities,Walking the dog,Williamport,2023-09-22,09:34,Snowy
Eve,home_activities,Drawing ,West Brian,2023-09-16,13:40,Snowy
Doe,night_activities,Stargazing,Kevinside,2023-09-24,16:01,Cloudy
Eve,home_activities,Card Games ,Stephaniemouth,2023-10-01,17:47,Windy
John,physical_activities,Walking the dog,Brittneytown,2023-10-05,02:42,Rainy
Charlie,sports_activities,Beach Volleyball,North Cheryl,2023-10-13,16:27,Rainy
Bob,water_activities,Kayaking,Lake Greg,2023-10-07,14:02,Snowy
Alice,outdoor_activities,Sailing ,Anthonyland,2023-10-04,10:50,Cloudy
Charlie,sports_activities,Kite Flying,Stevenview,2023-10-05,11:46,Rainy
Charlie,sports_activities,Movie Watching,Johnsonside,2023-10-05,04:14,Snowy
Doe,night_activities,Stargazing,Travisside,2023-10-06,01:27,Windy
John,physical_activities,Spa Day  ,Lake Janet,2023-10-01,11:05,Rainy
Alice,outdoor_activities,Fashion Shopping ,Erinshire,2023-10-07,16:59,Windy
Charlie,sports_activities,Rugby,Lake Joseph,2023-09-18,16:26,Cloudy
John,physical_activities,Potluck Dinner,Lake Lukeshire,2023-09-26,23:03,Cloudy
Charlie,sports_activities,Baseball,Lake Brian,2023-09-27,18:48,Rainy
John,physical_activities,Spa Day  ,North Brandi,2023-10-14,18:16,Rainy
Alice,outdoor_activities,Movie Watching,South Vincent,2023-09-26,02:04,Sunny
Alice,outdoor_activities,Movie Watching,Andersonville,2023-09-22,03:09,Cloudy
Alice,outdoor_activities,Potluck Dinner,North Jared,2023-10-06,00:47,Sunny
Mallory,extreme_activities,Scuba Diving ,Samanthamouth,2023-09-25,14:19,Sunny
Alice,outdoor_activities,Stargazing,Franklinchester,2023-09-24,03:56,Windy
John,physical_activities,Walking the dog,East Ronaldside,2023-09-30,23:39,Rainy
Bob,water_activities,Hiking ,Stevensborough,2023-10-06,21:58,Snowy
Bob,water_activities,Sailing,Lake Emilyport,2023-09-29,18:24,Cloudy
John,physical_activities,Hiking,Hillfort,2023-10-15,07:39,Cloudy
Alice,outdoor_activities,Stargazing,Lake Kaitlyn,2023-09-17,21:32,Snowy
Mallory,extreme_activities,Hiking ,West Brian,2023-10-13,04:43,Cloudy
Jane,artistic_activities,Hiking ,Diazburgh,2023-10-09,00:27,Rainy
Eve,home_activities,Hiking ,Lake Rachel,2023-09-24,04:12,Windy
Bob,water_activities,Swimming,Port Dawn,2023-09-18,10:52,Windy
John,physical_activities,Soccer,South Maryhaven,2023-09-30,09:52,Sunny
Alice,outdoor_activities,Meditation Retreat ,Marioview,2023-09-30,15:17,Snowy
Charlie,sports_activities,Rugby,East Angelabury,2023-10-15,19:03,Cloudy
Alice,outdoor_activities,Chess ,Elliottshire,2023-09-29,17:10,Windy
Bob,water_activities,Potluck Dinner,Alexismouth,2023-09-23,04:28,Snowy
Doe,night_activities,Hiking ,Bakerfurt,2023-09-23,07:31,Rainy
Alice,outdoor_activities,Walking the dog,Crawfordville,2023-09-28,13:37,Cloudy
John,physical_activities,Meditation Retreat ,Port Debratown,2023-10-10,08:52,Rainy
Alice,outdoor_activities,Hiking ,Port Alyssa,2023-10-06,22:37,Windy
Eve,home_activities,Gardening ,North Kimberlymouth,2023-10-14,16:44,Rainy
Mallory,extreme_activities,Stargazing,New Taylorfort,2023-09-25,21:37,Sunny
Alice,outdoor_activities,Walking the dog,Lake Jordanville,2023-09-22,22:11,Sunny
Mallory,extreme_activities,Surfing,Cookside,2023-09-25,16:15,Sunny
Alice,outdoor_activities,Rafting ,Robinfort,2023-10-12,20:17,Windy
Jane,artistic_activities,Wine Tasting,Townsendfurt,2023-09-20,17:54,Rainy
Jane,artistic_activities,Cooking,West Tammy,2023-09-26,06:41,Sunny
John,physical_activities,Movie Watching,South Davidland,2023-09-17,03:18,Windy
Charlie,sports_activities,Hiking ,South Erin,2023-10-02,22:11,Snowy
Mallory,extreme_activities,Skiing ,Anthonyland,2023-10-15,06:30,Sunny
Eve,home_activities,Walking the dog,New Ashley,2023-09-26,03:55,Sunny
Charlie,sports_activities,Baseball,Marcusstad,2023-10-14,16:06,Windy
Eve,home_activities,Cooking ,Brandonland,2023-10-11,08:49,Windy
Doe,night_activities,Potluck Dinner,Wrightmouth,2023-09-20,01:05,Rainy
John,physical_activities,Hiking ,West Diana,2023-10-12,03:32,Sunny
Doe,night_activities,Walking the dog,New Krystal,2023-10-13,04:42,Cloudy
Jane,artistic_activities,Comedy Show Attendance,Floresland,2023-10-05,18:38,Windy
Mallory,extreme_activities,Walking the dog,Smithton,2023-09-24,00:53,Windy
John,physical_activities,Rock Climbing ,Harrisfort,2023-10-10,11:51,Snowy
Bob,water_activities,Sailing,West Howardchester,2023-09-29,10:06,Rainy
Alice,outdoor_activities,Canoeing ,Stuartton,2023-09-29,20:37,Cloudy
Alice,outdoor_activities,Hiking ,South Natalieberg,2023-10-09,21:44,Sunny
Jane,artistic_activities,Painting,Port Edward,2023-10-13,19:22,Windy
Charlie,sports_activities,Walking the dog,Richardsonton,2023-10-01,04:16,Snowy
John,physical_activities,Rugby,Nancyfort,2023-10-10,14:21,Cloudy
John,physical_activities,Potluck Dinner,Mosleybury,2023-09-30,04:38,Rainy
Charlie,sports_activities,Potluck Dinner,South Saramouth,2023-09-29,03:59,Rainy
Jane,artistic_activities,Antique Shopping,Burnettside,2023-09-26,11:08,Snowy
Eve,home_activities,Gardening ,West Joanne,2023-10-14,11:01,Snowy
Alice,outdoor_activities,Sunbathing ,Randyside,2023-10-12,16:57,Rainy
John,physical_activities,Spa Day  ,Crystaltown,2023-09-26,11:37,Rainy
Alice,outdoor_activities,Kayaking,New Melissa,2023-09-22,07:46,Snowy
Jane,artistic_activities,Wine Tasting,Lake Miguel,2023-10-04,10:53,Rainy
Alice,outdoor_activities,Kayaking,New Lindseyside,2023-09-24,12:15,Sunny
Bob,water_activities,Movie Watching,North Tonya,2023-09-25,02:01,Windy
Mallory,extreme_activities,Stargazing,Lake Ericafurt,2023-10-08,04:12,Rainy
John,physical_activities,Basketball,East Harry,2023-10-01,08:20,Sunny
Eve,home_activities,Hiking ,Johnton,2023-09-20,05:43,Cloudy
Bob,water_activities,Movie Watching,New Marktown,2023-10-07,22:55,Sunny
Mallory,extreme_activities,Kayaking,Ryanfurt,2023-10-04,13:00,Cloudy
Mallory,extreme_activities,Archery,Port Lynnmouth,2023-10-13,18:48,Snowy
Doe,night_activities,Hiking ,South Michaela,2023-10-10,22:37,Sunny
Doe,night_activities,Walking the dog,Thomasburgh,2023-10-13,07:30,Sunny
Bob,water_activities,Hot Spring Bath,Hicksland,2023-09-26,14:16,Windy
John,physical_activities,Movie Watching,North Victoriaville,2023-10-07,01:22,Sunny
Jane,artistic_activities,Cooking,Richardsonland,2023-09-30,16:09,Cloudy
Alice,outdoor_activities,Rafting ,Aaronhaven,2023-09-18,15:50,Cloudy
Jane,artistic_activities,Playing a musical instrument,Alyssaton,2023-10-02,11:55,Sunny
Eve,home_activities,Stargazing,Murphymouth,2023-09-17,21:18,Cloudy
Eve,home_activities,Sewing,Lake Tracy,2023-10-04,19:05,Cloudy
Charlie,sports_activities,Baseball,Whitestad,2023-10-07,18:38,Sunny
Mallory,extreme_activities,Scuba Diving ,West Thomas,2023-09-23,14:41,Rainy
John,physical_activities,Sightseeing ,Lake Carol,2023-09-28,15:16,Sunny
Eve,home_activities,Massage ,Migueltown,2023-10-01,07:12,Rainy
Mallory,extreme_activities,Movie Watching,Allenmouth,2023-10-08,22:43,Sunny
John,physical_activities,Walking the dog,Phelpsshire,2023-09-24,01:02,Windy
Bob,water_activities,Canoeing,Adamsbury,2023-10-14,14:23,Cloudy
Jane,artistic_activities,Hiking ,Jesseborough,2023-09-19,21:21,Cloudy
John,physical_activities,Walking the dog,Brooksville,2023-10-07,23:46,Cloudy
Mallory,extreme_activities,Rock Climbing ,Kathleenshire,2023-10-02,18:32,Cloudy
Mallory,extreme_activities,Kayaking,South Jasmineshire,2023-09-18,12:59,Rainy
John,physical_activities,Running,Port Danielle,2023-10-03,07:13,Cloudy
Doe,night_activities,Walking the dog,East Ann,2023-09-22,22:03,Snowy
Eve,home_activities,Movie Watching,West Caseychester,2023-10-06,03:49,Windy
Alice,outdoor_activities,Card Games ,West Michael,2023-10-07,15:22,Cloudy
Mallory,extreme_activities,Snowboarding ,Lisamouth,2023-10-13,09:29,Sunny
Jane,artistic_activities,Museum Visit,East Allen,2023-10-05,10:57,Rainy
John,physical_activities,Dancing,Nguyenview,2023-09-19,14:17,Sunny
Doe,night_activities,Movie Watching,West Laurie,2023-09-22,19:36,Cloudy
Jane,artistic_activities,Movie Watching,Jacksonburgh,2023-10-08,16:03,Cloudy
Eve,home_activities,Walking the dog,Port Elizabeth,2023-09-18,01:44,Windy
John,physical_activities,Facial Treatment,North Aliciaton,2023-10-12,09:16,Windy
Doe,night_activities,Movie Watching,South Andrea,2023-10-05,16:10,Cloudy
Bob,water_activities,Rafting,Martintown,2023-09-23,15:05,Windy
Charlie,sports_activities,Tennis,Georgeshire,2023-10-09,15:20,Sunny
Mallory,extreme_activities,Stargazing,South Troyburgh,2023-09-20,02:51,Sunny
Eve,home_activities,Playing a musical instrument,Christopherburgh,2023-10-11,14:32,Cloudy
Alice,outdoor_activities,Spa Day  ,Amyhaven,2023-10-02,10:12,Windy
Jane,artistic_activities,Theater Visit,East Casey,2023-10-01,06:41,Cloudy
Mallory,extreme_activities,Movie Watching,New Timothystad,2023-09-19,00:48,Cloudy
Alice,outdoor_activities,Barbecue,Jefferychester,2023-09-28,09:42,Snowy
Charlie,sports_activities,Basketball,Washingtonchester,2023-09-20,11:11,Cloudy
Jane,artistic_activities,Tea Ceremony,Port Joshuabury,2023-09-21,19:23,Rainy
Jane,artistic_activities,Comedy Show Attendance,Davistown,2023-09-23,17:34,Rainy
Bob,water_activities,Canoeing,Kyletown,2023-09-25,15:48,Sunny
Charlie,sports_activities,Surfing,Sabrinafurt,2023-09-17,08:56,Cloudy
Alice,outdoor_activities,Fishing ,Woodardborough,2023-09-29,12:28,Windy
Alice,outdoor_activities,Bird Watching ,West Noahton,2023-09-26,07:37,Snowy
Eve,home_activities,Stargazing,New Mariahtown,2023-09-17,21:19,Snowy
Jane,artistic_activities,Movie Watching,Port Reneeside,2023-09-29,00:25,Sunny
Jane,artistic_activities,Opera Attendance ,West Brianton,2023-09-25,12:07,Rainy
Alice,outdoor_activities,Amusement Park Visit,Lake Sarafurt,2023-10-10,16:43,Sunny
Charlie,sports_activities,Beach Volleyball,Port Tina,2023-09-16,20:31,Windy
Doe,night_activities,Walking the dog,Jacksonside,2023-10-10,00:04,Snowy
Charlie,sports_activities,Hiking ,Baileyview,2023-10-11,00:52,Rainy
Alice,outdoor_activities,Sandcastle Building ,Ortizhaven,2023-10-10,14:40,Cloudy
Eve,home_activities,Hiking ,Port Ricardo,2023-09-30,04:19,Snowy
Eve,home_activities,Card Games ,South Royton,2023-10-06,16:59,Sunny
John,physical_activities,Yoga,New Brooke,2023-10-07,07:18,Rainy
Eve,home_activities,Baking ,Christopherbury,2023-10-10,10:42,Sunny
Charlie,sports_activities,Potluck Dinner,West Carolynmouth,2023-10-01,04:14,Snowy
John,physical_activities,Meditation Retreat ,Georgeville,2023-10-07,20:33,Sunny
Charlie,sports_activities,Beach Volleyball,Lindamouth,2023-10-05,12:21,Sunny
John,physical_activities,Bowling,Michaelmouth,2023-09-30,11:43,Cloudy
Eve,home_activities,Farming Activities,Janicechester,2023-10-09,11:43,Windy
Doe,night_activities,Movie Watching,Fritzberg,2023-09-16,06:14,Cloudy
Charlie,sports_activities,Hiking ,Mckeefurt,2023-10-02,02:29,Snowy
Mallory,extreme_activities,Scuba Diving ,Port Gary,2023-10-15,10:51,Snowy
John,physical_activities,Tennis,Williamberg,2023-09-22,12:26,Rainy
Alice,outdoor_activities,Potluck Dinner,North Taylorburgh,2023-09-26,01:43,Cloudy
John,physical_activities,Beach Volleyball,East Christopher,2023-09-29,14:51,Rainy
Alice,outdoor_activities,Fruit Picking,Adamsborough,2023-09-27,13:47,Sunny
Eve,home_activities,Drawing ,Goldenberg,2023-09-30,15:37,Rainy
Eve,home_activities,Movie Watching,Lake Keithburgh,2023-10-11,21:21,Windy
Doe,night_activities,Walking the dog,North Darrellberg,2023-10-04,01:04,Windy
Eve,home_activities,Facial Treatment,South Frankburgh,2023-10-06,09:41,Rainy
Bob,water_activities,Potluck Dinner,Matthewburgh,2023-09-17,04:18,Windy
John,physical_activities,Walking the dog,Mcguirefort,2023-10-06,21:36,Snowy
John,physical_activities,Movie Watching,Austinville,2023-09-23,23:04,Windy
Eve,home_activities,Movie Watching,East Johnport,2023-10-12,04:05,Rainy
Jane,artistic_activities,Walking the dog,Wyattshire,2023-10-05,04:15,Sunny
Jane,artistic_activities,Antique Shopping,Port Scott,2023-10-15,19:26,Cloudy
Mallory,extreme_activities,Scuba Diving ,Port Jermaine,2023-09-27,09:42,Cloudy
Alice,outdoor_activities,Bird Watching ,Meghanfort,2023-09-19,10:41,Windy
Eve,home_activities,Card Games ,Jacobside,2023-09-21,16:58,Rainy
Eve,home_activities,Hiking ,Lake Alisha,2023-10-10,04:56,Windy
Jane,artistic_activities,Tea Ceremony,North Scottburgh,2023-09-26,09:26,Rainy
Bob,water_activities,Kayaking,East Christineborough,2023-09-29,19:36,Cloudy
Mallory,extreme_activities,Kayaking,West Courtneymouth,2023-10-09,11:26,Sunny
Bob,water_activities,Scuba Diving ,Mckeeview,2023-09-30,14:22,Windy
Mallory,extreme_activities,Movie Watching,Brianport,2023-10-13,01:21,Windy
Eve,home_activities,Painting ,Moorechester,2023-10-08,20:02,Rainy
Charlie,sports_activities,Basketball,East Juan,2023-10-08,18:43,Windy
Doe,night_activities,Movie Watching,Nguyenbury,2023-10-15,20:52,Cloudy
John,physical_activities,Stargazing,Robertsberg,2023-10-11,02:24,Cloudy
Bob,water_activities,Hot Spring Bath,Lake Timothyhaven,2023-10-15,18:09,Cloudy
Eve,home_activities,Potluck Dinner,West Kathy,2023-09-28,21:25,Snowy
Alice,outdoor_activities,Fruit Picking,Josephchester,2023-10-03,14:31,Sunny
Mallory,extreme_activities,Walking the dog,East Sean,2023-09-21,21:54,Snowy
Bob,water_activities,Stargazing,Burketon,2023-09-16,04:46,Windy
Doe,night_activities,Stargazing,Jessicaville,2023-10-02,22:22,Cloudy
Bob,water_activities,Snorkeling,Nelsonshire,2023-09-18,20:14,Rainy
Eve,home_activities,Movie Watching,Dillonton,2023-10-01,21:08,Rainy
Mallory,extreme_activities,Rock Climbing ,South Christineview,2023-10-15,17:32,Rainy
Charlie,sports_activities,Tennis,Port Rhondaview,2023-09-18,07:02,Rainy
Doe,night_activities,Walking the dog,Jacobshire,2023-09-26,04:33,Cloudy
Alice,outdoor_activities,Walking the dog,Geraldtown,2023-09-27,00:51,Snowy
Eve,home_activities,Chess ,Angelashire,2023-09-30,09:31,Cloudy
Charlie,sports_activities,Hiking ,Lake Jaime,2023-09-24,00:20,Cloudy
Bob,water_activities,Movie Watching,Lake Troybury,2023-10-10,00:52,Rainy
Jane,artistic_activities,Drawing ,Port Michaelberg,2023-10-10,16:01,Windy
Bob,water_activities,Snorkeling,East Johnmouth,2023-09-29,16:57,Snowy
Bob,water_activities,Walking the dog,Port Kimberly,2023-09-23,21:15,Rainy
Charlie,sports_activities,Gym Workout ,Cynthiaborough,2023-10-03,06:24,Sunny
Jane,artistic_activities,Movie Watching,Port Amyhaven,2023-09-29,00:56,Sunny
Mallory,extreme_activities,Surfing,Hayneston,2023-09-20,13:13,Snowy
Jane,artistic_activities,Photography,East Brenda,2023-09-23,13:04,Windy
Eve,home_activities,Cooking ,North Lisaton,2023-09-29,07:04,Cloudy
Charlie,sports_activities,Skiing ,East Jennifer,2023-10-03,12:12,Windy
John,physical_activities,Meditation Retreat ,Jamesmouth,2023-09-17,10:12,Windy
Bob,water_activities,Sauna  ,Lake Michellechester,2023-09-24,11:22,Cloudy
Eve,home_activities,Painting ,Erikaport,2023-10-12,08:41,Rainy
Alice,outdoor_activities,Video Games,Eugenestad,2023-09-19,11:51,Rainy
Eve,home_activities,Singing ,Lake Harry,2023-09-23,11:29,Rainy
John,physical_activities,Potluck Dinner,Kennethview,2023-09-22,21:56,Cloudy
Doe,night_activities,Hiking ,Conradstad,2023-10-10,21:40,Cloudy
Charlie,sports_activities,Snowboarding ,West Laurafurt,2023-09-28,08:29,Cloudy
John,physical_activities,Hair Salon Visit ,Lewisside,2023-09-22,14:05,Windy
Eve,home_activities,Card Games ,East Codyhaven,2023-10-03,17:35,Rainy
Jane,artistic_activities,Playing a musical instrument,Colleenborough,2023-09-25,17:02,Cloudy
Alice,outdoor_activities,Fencing ,Josephview,2023-09-30,11:52,Sunny
Charlie,sports_activities,Rugby,Oliviaport,2023-10-08,12:25,Snowy
Doe,night_activities,Hiking ,Navarrochester,2023-10-01,12:32,Rainy
John,physical_activities,Stargazing,Melindabury,2023-10-05,02:55,Sunny
Doe,night_activities,Potluck Dinner,Lake Samuelborough,2023-09-19,04:22,Windy
Jane,artistic_activities,Theater Visit,Sanchezmouth,2023-10-05,07:44,Rainy
Mallory,extreme_activities,Surfing,Pratthaven,2023-09-23,12:24,Cloudy
Mallory,extreme_activities,Rafting,East Meganton,2023-09-29,07:19,Rainy
Charlie,sports_activities,Movie Watching,Port Richardport,2023-09-24,01:35,Snowy
Doe,night_activities,Hiking ,North Alisonchester,2023-10-13,06:20,Sunny
Doe,night_activities,Walking the dog,Hollandtown,2023-09-20,01:05,Snowy
Jane,artistic_activities,Art Class,Douglasside,2023-09-26,06:45,Sunny
Charlie,sports_activities,Hiking ,East Lisaberg,2023-10-03,05:23,Rainy
John,physical_activities,Movie Watching,South Sue,2023-10-15,00:04,Rainy
Bob,water_activities,Stargazing,Kimfurt,2023-10-04,01:41,Rainy
Mallory,extreme_activities,Skiing ,Lake Ebonyfort,2023-09-30,09:49,Rainy
Alice,outdoor_activities,Picnicking ,Alexisport,2023-09-29,07:52,Rainy
